the_geom,the_geom_webmercator,objectid,year,dc_key,code,date_,time,race,sex,age,wound,officer_involved,offender_injured,offender_deceased,location,latino,point_x,point_y,dist,inside,outside,fatal,lat,lng
0101000020E6100000D0E981A89EC652C072C17C2639004440,0101000020110F0000DB43FAFF86E45FC1EE52AAEE24905241,381114,2020,202024027066.0,0111,2020-04-13,00:53:00,B,M,28,Multiple,N,N,N,3600 BLOCK KENSINGTON AVE,0,2709832.72493763,254602.02123164,24,1,0,1,40.00174409,-75.10343373
0101000020E6100000D08B45996ECB52C07B67B455C9FD4340,0101000020110F000098C12593B3EC5FC1EB33BD65718D5241,381115,2020,202022083707.0,111,2020-12-23,04:55:00,B,M,54,Abdomen,N,N,N,1700 BLOCK N 27TH ST,0,2688978.63672464,247047.7558284,22,0,1,1,39.98270675,-75.17862541
0101000020E610000008A516E7BBC752C0F045832DD9FE4340,0101000020110F000027F72D846BE65FC1920222BA9E8E5241,381116,2020,202024038922.0,411,2020-05-27,08:00:00,B,M,18,Leg,N,N,N,1800 BLOCK HART LN,0,2705073.92736864,250545.20158939,24,0,1,0,39.99100274,-75.12084367
0101000020E610000008A516E7BBC752C0F045832DD9FE4340,0101000020110F000027F72D846BE65FC1920222BA9E8E5241,381117,2020,202024038956.0,411,2020-05-27,04:00:00,B,M,17,Head,N,N,N,1800 BLOCK HART LN,0,2705073.92736864,250545.20158939,24,0,1,0,39.99100274,-75.12084367
0101000020E610000008A516E7BBC752C0F045832DD9FE4340,0101000020110F000027F72D846BE65FC1920222BA9E8E5241,381118,2020,202024038958.0,411,2020-05-27,08:00:00,B,M,26,Foot,N,N,N,1800 BLOCK HART LN,0,2705073.92736864,250545.20158939,24,0,1,0,39.99100274,-75.12084367
0101000020E6100000D0E981A89EC652C072C17C2639004440,0101000020110F0000DB43FAFF86E45FC1EE52AAEE24905241,381119,2020,202024027067.0,3006,2020-04-13,00:53:00,B,M,58,Multiple,N,N,N,3600 BLOCK KENSINGTON AVE,0,2709832.72493763,254602.02123164,24,1,0,0,40.00174409,-75.10343373
0101000020E6100000FDFE0737DDC652C0F54C0E232DFF4340,0101000020110F000030FA4142F1E45FC19D68F6CCFB8E5241,381120,2020,202024040186.0,411,2020-06-01,21:28:00,W,M,33,Leg,N,N,N,2100 BLOCK E WESTMORLAND ST,1,2708852.68719955,251591.81563789,24,0,1,0,39.99356497,-75.10725189
0101000020E6100000A5AB4BF82BC852C0B428C323B7FF4340,0101000020110F00005E50AFDF29E75FC12436CFCA948F5241,381121,2020,202024004603.0,0411,2020-01-17,19:30:00,B,M,30,stomach,N,N,N,100 BLOCK E Wishart St,0,2703084.95431247,252954.6944738,24,0,1,0,39.99777648,-75.12768371
0101000020E6100000D0E981A89EC652C072C17C2639004440,0101000020110F0000DB43FAFF86E45FC1EE52AAEE24905241,381122,2020,202024027068.0,3006,2020-04-12,20:53:00,W,M,52,Back,N,N,N,3600 BLOCK KENSINGTON AVE,0,2709832.72493763,254602.02123164,24,1,0,0,40.00174409,-75.10343373
0101000020E6100000E2EC941687C752C0FA3A573168FF4340,0101000020110F00003F043DCE11E65FC1B0AEFC443D8F5241,381123,2020,202024030827.0,0411,2020-04-30,01:23:00,B,M,24,Arm,N,N,N,700 BLOCK E Clearfield St,1,2705929.37152389,252161.29940707,24,0,1,0,39.99536721,-75.11762013
0101000020E6100000B985538BADC752C0191241E694FF4340,0101000020110F00002A0F872053E65FC1692A08D56E8F5241,381124,2020,202024030896.0,0411,2020-04-30,12:43:00,B,M,20,Leg,N,N,N,3100 BLOCK Hartville St,1,2705257.2347448,252638.49202223,24,0,1,0,39.99673155,-75.1199673
0101000020E61000001ED8759844C852C0CEE60EEE90FF4340,0101000020110F00003A69F1B353E75FC12AA3726E6A8F5241,381125,2020,202024031014.0,0411,2020-04-30,20:09:00,B,M,29,Arm,N,N,N,3000 BLOCK N Lee St,0,2702676.6414808,252517.60315639,24,0,1,0,39.99661041,-75.12918674
0101000020E61000001ED8759844C852C0CEE60EEE90FF4340,0101000020110F00003A69F1B353E75FC12AA3726E6A8F5241,381126,2020,202024031015.0,0411,2020-04-30,20:09:00,B,M,27,Leg,N,N,N,3000 BLOCK N Lee St,0,2702676.6414808,252517.60315639,24,0,1,0,39.99661041,-75.12918674
0101000020E61000002863BEB44FC852C04CDC4B966AFF4340,0101000020110F0000D1993E9366E75FC1DBBE83EC3F8F5241,381127,2020,202024033088.0,111,2020-05-08,03:32:00,W,M,24,Head,N,N,N,100 BLOCK E INDIANA ST,0,2702499.37346263,252085.89568648,24,0,1,1,39.99544028,-75.12986487
0101000020E6100000C33E2A9354C852C0F338B12C3DFF4340,0101000020110F000070A46AD86EE75FC1170466940D8F5241,381128,2020,202024033091.0,411,2020-05-08,04:43:00,W,M,29,Leg,N,N,N,2900 BLOCK N FRONT ST,1,2702431.1262238,251578.79433848,24,0,1,0,39.9940544,-75.13016204
0101000020E6100000D591C8E38EC752C0C253024184FF4340,0101000020110F000079BCAF0E1FE65FC11D07E8605C8F5241,381129,2020,202024034132.0,0411,2020-05-11,20:30:00,B,M,23,Back,N,N,N,600 BLOCK E LIPPINCOTT ST,0,2705786.72154672,252469.13934256,24,0,1,0,39.99622357,-75.1180963
0101000020E6100000D591C8E38EC752C0C253024184FF4340,0101000020110F000079BCAF0E1FE65FC11D07E8605C8F5241,381130,2020,202024034139.0,0411,2020-05-11,20:30:00,B,M,28,Arm,N,N,N,600 BLOCK E LIPPINCOTT ST,0,2705786.72154672,252469.13934256,24,0,1,0,39.99622357,-75.1180963
0101000020E61000008FE922E89CC752C0762C7C9E3BFF4340,0101000020110F0000366EDDDD36E65FC1F89AF3DA0B8F5241,381131,2020,202024036977.0,411,2020-05-20,13:04:00,B,M,19,Shoulder,N,N,N,600 BLOCK E INDIANA AVE,0,2705571.1829358,251654.8725984,24,0,1,0,39.99400693,-75.11895183
0101000020E61000004327197376C952C076F553B1EB014440,0101000020110F000000010F3A5BE95FC1E871D2C206925241,381540,2020,202025069450.0,411,2020-10-23,22:02:00,B,M,23,Leg,N,N,N,1300 BLOCK W LYCOMING ST,0,2697251.25797464,259060.97852106,25,0,1,0,40.01500527,-75.14785459
0101000020E6100000B1481B6089C952C021CA17B410024440,0101000020110F00005CF4CA5F7BE95FC19237BACD2F925241,381541,2020,202025069845.0,411,2020-10-25,16:31:00,B,M,47,Multiple,N,N,N,1300 BLOCK W JEROME ST,0,2696915.72879006,259462.71885932,25,0,1,0,40.01613475,-75.14900973
0101000020E61000003D610D40B8C952C0D029E9DDAFFF4340,0101000020110F0000CA77E8FECAE95FC1A25AADBA8C8F5241,381542,2020,202025070123.0,0411,2020-10-27,01:28:00,B,M,20,Multiple,N,N,N,1300 BLOCK W GLENWOOD ST,0,2696313.82448205,252673.61235881,25,0,1,0,39.99755453,-75.15187074
0101000020E6100000184AFD2705C952C04FD93C509F024440,0101000020110F00001E155CC99AE85FC17C1B8AF4CD925241,381543,2020,202025070310.0,0411,2020-10-27,17:05:00,B,M,18,Arm,N,N,N,900 BLOCK W ROOSEVELT BLVD,0,2699128.27488989,261114.09482165,25,0,1,0,40.02048686,-75.14093971
0101000020E610000077FC0F97F9C852C0390DEE5A84014440,0101000020110F00000363ED2387E85FC18CF4832B94915241,381544,2020,202025071393.0,411,2020-11-01,14:20:00,B,M,33,Groin,N,N,N,3900 BLOCK N FRANKLIN ST,0,2699418.85108039,257975.65260772,25,0,1,0,40.01185166,-75.14023377
0101000020E610000065AB26E3F3C752C03909296828034440,0101000020110F00007B4DA19CCAE65FC109DBA8FF65935241,381545,2020,202025071422.0,411,2020-11-01,18:52:00,B,M,32,Head,N,N,N,100 BLOCK W ROCKLAND ST,0,2703752.30173105,262775.92483132,25,0,1,0,40.02467062,-75.1242607
0101000020E6100000EE05EABD06C952C04D30BD7901004440,0101000020110F00009A1CDD7A9DE85FC1B15CAE34E78F5241,381546,2020,202025072407.0,411,2020-11-06,21:30:00,W,M,22,Leg,N,N,N,600 BLOCK W ALLEGHENY AVE,1,2699321.14359863,253669.93582548,25,0,1,0,40.00004503,-75.14103649
0101000020E610000024B0BD3FF3C852C0F5C4292966014440,0101000020110F0000C96A8D5E7CE85FC1F6CF39B072915241,381547,2020,202025072496.0,411,2020-11-07,10:33:00,B,M,53,Ankle,N,N,N,700 BLOCK W PIKE ST,0,2699537.13693306,257643.33142197,25,0,1,0,40.0109302,-75.13984674
0101000020E6100000B40E1ED837C952C026B4BCDDD8FF4340,0101000020110F00008C6E9EE2F0E85FC17ECDE82EBA8F5241,381548,2020,202025073026.0,411,2020-11-09,22:00:00,B,M,44,Hand,N,N,N,800 BLOCK W CLEARFIELD ST,0,2698495.19741589,253193.89018965,25,0,1,0,39.99880573,-75.14403346
0101000020E61000007675221CCEC852C040472F93F6014440,0101000020110F0000AB1FED483DE85FC1CDD923D412925241,381549,2020,202025066332.0,411,2020-10-10,18:45:00,B,M,24,Buttocks,N,N,N,600 BLOCK W HUNTING PARK AVE,0,2700124.33392139,259266.85868673,25,0,1,0,40.01533737,-75.13757995
0101000020E6100000B1A6D33655C752C01EAECDADAD024440,0101000020110F00009AF5EB16BDE55FC1B2CD07E3DD925241,381550,2020,202025066400.0,411,2020-10-11,01:25:00,W,M,38,Shoulder,N,N,N,4700 BLOCK RORER ST,1,2706504.07575506,261492.94314531,25,0,1,0,40.02092526,-75.11457606
0101000020E61000004DAAAE2A98C952C0DE4A23245AFF4340,0101000020110F00000B34AC7F94E95FC188F21CB12D8F5241,381551,2020,202025073553.0,111,2020-11-12,11:32:00,B,M,32,Multiple,N,N,N,1100 BLOCK W SOMERSET ST,0,2696890.27805355,251737.15360181,25,0,1,1,39.99493839,-75.14991252
0101000020E61000006254089A85C852C0580E80FA47004440,0101000020110F00007DF9531FC2E75FC14E6E5C5F35905241,381552,2020,202025068101.0,411,2020-10-18,16:30:00,W,M,21,Leg,N,N,N,200 BLOCK W ONTARIO ST,0,2701505.20156647,254518.70282872,25,0,1,0,40.00219661,-75.1331544
0101000020E61000004DAAAE2A98C952C0DE4A23245AFF4340,0101000020110F00000B34AC7F94E95FC188F21CB12D8F5241,381553,2020,202025073553.0,3006,2020-11-12,11:32:00,B,F,4,Multiple,N,N,N,1100 BLOCK W SOMERSET ST,0,2696890.27805355,251737.15360181,25,0,1,0,39.99493839,-75.14991252
0101000020E61000001FB82D3E83C952C06A779B796A014440,0101000020110F00003EB41CF570E95FC1D7BBE67877915241,381554,2020,202025069826.0,300,2020-10-25,12:50:00,B,M,56,Leg,N,N,N,3800 BLOCK N 13TH ST,0,2697074.94927214,257618.64446348,25,0,1,0,40.01106186,-75.14863543
0101000020E6100000719D1420A9C952C0C9FD927D25014440,0101000020110F00009775F94DB1E95FC10EBBA7FA2A915241,381555,2020,202025073443.0,111,2020-11-11,13:18:00,B,M,32,Multiple,N,N,N,3600 BLOCK GERMANTOWN AVE,0,2696450.12801522,256833.00463057,25,0,1,1,40.00895662,-75.15094759
0101000020E610000069B5D9BB33C852C02C2A249164004440,0101000020110F0000B128BF0F37E75FC162BDB91155905241,381556,2020,202025075273.0,411,2020-11-20,18:22:00,W,M,28,Leg,N,N,N,100 BLOCK E TIOGA ST,1,2702895.01735638,254877.89764839,25,0,1,0,40.00306906,-75.12815758
0101000020E610000065360A41356554C0B44EA61B726B3C40,0101000020110F0000BBCA42A55F5261C14A0167B334314941,381557,2020,202025081217.0,411,2020-12-20,22:00:00,B,F,31,Shoulder,N,N,N,1000 BLOCK W ALLEGHENY AVE,0,711311.91490063,-3975202.88593952,25,0,1,0,28.4197099,-81.58137537
0101000020E61000006E981548D8C952C0AF26EC2E92FF4340,0101000020110F0000C7DC7C6701EA5FC119BC2AD26B8F5241,381558,2020,202025073494.0,300,2020-11-12,00:30:00,B,M,34,Leg,N,N,N,2800 BLOCK N BROAD ST,0,2695776.01781489,252327.65438931,25,0,1,0,39.99664866,-75.15382578
0101000020E6100000C6C659647DCA52C0D35D028534F54340,0101000020110F0000963964DC19EB5FC1CB51CFA2EF835241,381559,2020,202025081596.0,411,2020-12-22,23:31:00,W,F,41,Foot,N,N,N,2700 BLOCK HUTCHINSON ST,0,2693817.53977647,222756.67284897,25,0,1,0,39.91566527,-75.16390332
0101000020E6100000A238F4D472C752C01AC3BDAE36004440,0101000020110F0000A283ED65EFE55FC142E73D3222905241,381560,2020,202025076872.0,411,2020-11-29,23:55:00,B,M,38,Multiple,N,N,N,3500 BLOCK F STREET,0,2706207.16755623,254466.1543774,25,0,1,0,40.00166878,-75.11638378
0101000020E6100000FEA1D3D2A0C952C00CB64BFAFF004440,0101000020110F0000AC560434A3E95FC140975B6201915241,381561,2020,202025081606.0,411,2020-12-23,00:34:00,B,M,38,Multiple,N,N,N,3600 BLOCK GERMANTOWN AVE,0,2696604.27796939,256420.33353989,25,0,1,0,40.00781182,-75.15044089
0101000020E6100000A238F4D472C752C01AC3BDAE36004440,0101000020110F0000A283ED65EFE55FC142E73D3222905241,381562,2020,202025076873.0,411,2020-11-29,11:55:00,W,M,23,Multiple,N,N,N,3500 BLOCK F STREET,1,2706207.16755623,254466.1543774,25,0,1,0,40.00166878,-75.11638378
0101000020E6100000633ABE07B9C952C0F9361677B0004440,0101000020110F0000745F1A52CCE95FC133C1B438A9905241,381563,2020,202025081966.0,0411,2020-12-25,01:30:00,B,M,27,Leg,N,N,N,3400 BLOCK N BROAD ST,0,2696216.58025397,255524.59583005,25,0,1,0,40.00538529,-75.15191835
0101000020E61000003B553A2FC0C852C0F8AD1035D5FB4340,0101000020110F000072CC92A125E85FC13E84EE1D478B5241,381564,2020,202026012121.0,411,2020-03-26,09:04:00,W,M,43,Leg,N,N,N,1100 BLOCK N FRONT ST,0,2700878.49547081,241834.84893139,26,0,1,0,39.96744407,-75.13673001
0101000020E61000003B553A2FC0C852C0F8AD1035D5FB4340,0101000020110F000072CC92A125E85FC13E84EE1D478B5241,381565,2020,202026012122.0,411,2020-03-26,09:04:00,W,F,56,Arm,N,N,N,1100 BLOCK N FRONT ST,0,2700878.49547081,241834.84893139,26,0,1,0,39.96744407,-75.13673001
0101000020E6100000F35C9D6BF1CB52C0D32A9F8AC0004440,0101000020110F0000BB7EDDC991ED5FC1B9C1E70BBB905241,381973,2020,202039072104.0,411,2020-12-05,23:30:00,B,M,56,Leg,N,N,N,3500 BLOCK W ALLEGHENY AVE,0,2686497.05441748,255419.27615881,39,0,1,0,40.0058759,-75.18661013
,,381974,2021,202102002760.0,111,2021-01-20,18:44:00,W,F,52,Multiple/Head,N,N,N,900 BLOCK HARTEL ST,1,,,2,0,1,1,,
0101000020E61000009620A7D8E6C552C092E6B077D6064440,0101000020110F00004593DFC64EE35FC19DBB010B7B975241,381975,2021,202102004084.0,411,2021-01-30,12:39:00,B,M,40,Back,N,N,N,6700 BLOCK MARTINS MILL RD,0,2712407.8897348,273512.54180947,2,0,1,0,40.05342003,-75.09221474
0101000020E610000035568B1D07C552C0221075408E044440,0101000020110F0000998356BFD2E15FC19A610EE9F2945241,381976,2021,202102004100.0,411,2021-01-30,14:20:00,B,M,27,Multiple,N,N,N,1400 BLOCK STEVENS ST,0,2716425.29213305,267136.08605848,2,0,1,0,40.03559118,-75.07855929
0101000020E610000023D115B630C652C023FA31BDAF054440,0101000020110F00002A73723ECCE35FC1F1A9540C34965241,381977,2021,202102010086.0,411,2021-03-12,19:49:00,B,F,35,Hip,N,N,N,600 BLOCK BENNER ST,0,2711244.81627356,270199.56483965,2,0,1,0,40.04442563,-75.0967231
0101000020E61000004A2177AE7BCA52C0F316D543B0004440,0101000020110F0000C86499F416EB5FC11E71E0FFA8905241,381978,2020,202039070472.0,0411,2020-11-26,20:44:00,B,M,40,Multiple,N,N,N,2100 BLOCK BELLEVUE ST,0,2692889.87988639,255424.69478314,39,0,1,0,40.00537918,-75.16379892
0101000020E6100000381F4BDD1DC752C0ECFB2E74BE044440,0101000020110F0000F6238B125FE55FC12A012F6128955241,381979,2021,202102005247.0,111,2021-02-07,19:51:00,W,F,24,Leg,N,N,N,500 BLOCK W HILL CREEK DR,1,2707274.1972463,267396.9749724,2,1,0,1,40.03706219,-75.11119778
0101000020E610000022F6F002B8CB52C01362EC8C88F64340,0101000020110F00009C22164630ED5FC16207B22F68855241,381980,2021,202101002070.0,411,2021-02-05,23:59:00,B,M,36,Multiple,N,N,N,2200 BLOCK SNYDER AVE,0,2688323.41821881,226378.06586865,1,0,1,0,39.92604219,-75.18310617
0101000020E6100000381F4BDD1DC752C0ECFB2E74BE044440,0101000020110F0000F6238B125FE55FC12A012F6128955241,381981,2021,202102005251.0,111,2021-02-07,20:00:00,B,M,24,Multiple/Head,N,N,N,500 BLOCK W HILL CREEK DR,0,2707274.1972463,267396.9749724,2,1,0,1,40.03706219,-75.11119778
0101000020E6100000A4E4720FCBCB52C0C51D2DD609F74340,0101000020110F00006E4353A150ED5FC12DC96F5FF7855241,381982,2021,202101002454.0,111,2021-02-12,23:12:00,W,M,23,Head,N,N,N,2300 BLOCK MOORE ST,1,2687955.72144763,227805.25920847,1,0,1,1,39.92998769,-75.18426882
0101000020E61000007EE6E6FA82CB52C0D73ED3017FF64340,0101000020110F00009D4CD131D6EC5FC1772D029E5D855241,381983,2021,202101003591.0,411,2021-03-04,10:25:00,B,M,28,Leg,N,N,N,2000 BLOCK SNYDER AVE,0,2689233.92689647,226298.41904631,1,0,1,0,39.92575095,-75.17986939
0101000020E6100000CEAFBD818FCB52C0F7E27259D8F64340,0101000020110F000030D2F478EBEC5FC1B9FD5D90C0855241,381984,2021,202101007130.0,411,2021-04-29,20:40:00,B,M,35,Leg,N,N,N,1800 BLOCK S 21ST ST,0,2688990.68755356,227284.97547214,1,0,1,0,39.92847746,-75.18063396
0101000020E6100000294AF894D2C652C0A28B97B81F064440,0101000020110F000077069032DFE45FC1E637E148B0965241,381985,2021,202102008613.0,411,2021-03-03,13:46:00,B,M,17,Head,N,N,N,200 BLOCK HOWELL ST,0,2708442.68375447,271360.97557455,2,0,1,0,40.04784305,-75.1066029
0101000020E610000076ABC6960EC552C0DB1C63FEBC064440,0101000020110F0000F6952771DFE15FC16C9853C75E975241,381986,2021,202102010040.0,411,2021-03-12,15:15:00,B,M,19,Multiple,N,N,N,900 BLOCK BRIGHTON ST,0,2716109.78324963,273340.94011857,2,0,1,0,40.05264263,-75.07901544
0101000020E6100000F613E70B8EC952C0566D0E4286F84340,0101000020110F00000306F94E83E95FC1755057BE9C875241,381987,2021,202103011563.0,300,2021-03-14,00:34:00,B,M,30,Ankle,N,N,N,400 BLOCK SOUTH ST,0,2697635.41993597,232319.43882839,3,0,1,0,39.94159723,-75.14929483
0101000020E61000004616BC2A48CA52C0A3041E9487FF4340,0101000020110F00009161E973BFEA5FC1F6C07610608F5241,381988,2020,202039074864.0,411,2020-12-21,15:08:00,B,M,25,Multiple,N,N,N,1800 BLOCK W SOMERSET ST,0,2693867.00588489,252153.64915989,39,0,1,0,39.99632503,-75.16065472
0101000020E6100000E637339767CA52C0C470E09B47034440,0101000020110F0000CBDC3ED4F4EA5FC1F55AC49A88935241,381989,2020,202039075856.0,0411,2020-12-27,21:55:00,B,F,25,Multiple/Head,N,N,N,4700 BLOCK GREENE ST,0,2693017.2198548,262806.00154281,39,0,1,0,40.02562283,-75.16257267
0101000020E610000061EA7CB2C1CB52C0236CF44101F74340,0101000020110F00002A96D8B940ED5FC1F24105DFED855241,381990,2021,202101002864.0,411,2021-02-21,00:52:00,B,M,30,Leg,N,N,N,1800 BLOCK S 23RD ST,0,2688118.69356264,227714.58320873,1,0,1,0,39.92972588,-75.18369734
0101000020E61000008546EA1C07C752C0021675BD9F034440,0101000020110F0000AF38406D38E55FC1331D4A5AEA935241,381991,2021,202102018008.0,411,2021-05-02,17:21:00,B,M,19,Hand,N,N,N,4000 BLOCK ROOSEVELT BLVD,0,2707758.12902123,264222.61222665,2,0,1,0,40.02831238,-75.10980914
0101000020E61000007E5C76E378C652C0BE56D7DB45044440,0101000020110F000012A821D846E45FC10775E09BA2945241,381992,2021,202102001823.0,0411,2021-01-13,16:49:00,B,M,20,Multiple,N,N,N,5500 BLOCK WHITAKER AVE,0,2710132.62525646,266141.31705065,2,0,1,0,40.03338192,-75.10112845
0101000020E6100000DECC851D08C752C05F160B2AC7044440,0101000020110F000001E31F213AE55FC1DF1FBD0A32955241,381993,2021,202102022151.0,0411,2021-05-27,23:29:00,B,M,29,Multiple,N,N,N,500 BLOCK E HILLCREEK DR,0,2707642.83496048,267504.87469098,2,0,1,0,40.03732801,-75.10987032
,,381994,2021,202102022430.0,411,2021-05-29,21:00:00,B,M,33,Leg,N,N,N,900 BLOCK HIGBEE TERR,0,,,2,0,1,0,,
0101000020E6100000FEDA76B1DBC452C0BB632D1586044440,0101000020110F0000D0B58EFD88E15FC12BDE48D9E9945241,381995,2021,202102012068.0,111,2021-03-26,18:50:00,B,M,11,Neck,N,N,N,1500 BLOCK MCKINLEY ST,0,2717169.81689072,267067.76860981,2,0,1,1,40.03534188,-75.07590901
0101000020E6100000FEDA76B1DBC452C0BB632D1586044440,0101000020110F0000D0B58EFD88E15FC12BDE48D9E9945241,381998,2021,202102012068.0,3006,2021-03-26,18:50:00,W,M,14,Multiple,N,N,N,1500 BLOCK MCKINLEY ST,1,2717169.81689072,267067.76860981,2,0,1,0,40.03534188,-75.07590901
0101000020E6100000DE61EA19C8C552C0245D962322054440,0101000020110F00008650A28D1AE35FC114591CF696955241,381999,2021,202102021320.0,0411,2021-05-22,23:43:00,B,M,27,Arm,N,N,N,1000 BLOCK BENNER ST,0,2713079.03143714,268679.87168481,2,0,1,0,40.04010434,-75.09033821
0101000020E6100000E77D6F157CC952C027B9054384F84340,0101000020110F0000487A03CC64E95FC1212740889A875241,382000,2021,202103023366.0,0411,2021-05-23,00:05:00,B,M,20,Arm,N,N,N,300 BLOCK SOUTH ST,0,2697943.36256155,232306.3125423,3,0,1,0,39.94153631,-75.14819847
,,382001,2021,202103023366.0,0411,2021-05-23,00:05:00,B,M,32,Shoulder,N,N,N,300 BLOCK SOUTH STREET,0,,,3,0,1,0,,
0101000020E61000008B9CCFCA47CE52C0614F9E26F1FC4340,0101000020110F0000064FF02E8AF15FC121DB4DCA818C5241,380729,2020,202019051629.0,0111,2020-08-16,03:26:00,B,M,31,Multiple,N,N,N,5000 BLOCK MERION AVE,0,2676580.47648163,244285.45951572,19,0,1,1,39.97610934,-75.22313185
0101000020E6100000FA9DA2FA39CF52C06B8796A739FB4340,0101000020110F0000C40EE18F25F35FC1DCD01BBF9A8A5241,380730,2020,202019036732.0,411,2020-06-01,00:12:00,B,M,50,Multiple,N,N,N,0 BLOCK N HOBART ST,0,2672578.36539139,239283.37929681,19,0,1,0,39.96269698,-75.23791376
0101000020E6100000FA9DA2FA39CF52C06B8796A739FB4340,0101000020110F0000C40EE18F25F35FC1DCD01BBF9A8A5241,380731,2020,202019036732.0,411,2020-06-01,00:12:00,B,M,35,Buttocks,N,N,N,0 BLOCK N HOBART ST,0,2672578.36539139,239283.37929681,19,0,1,0,39.96269698,-75.23791376
0101000020E6100000FA9DA2FA39CF52C06B8796A739FB4340,0101000020110F0000C40EE18F25F35FC1DCD01BBF9A8A5241,380732,2020,202019036732.0,411,2020-06-01,00:12:00,B,M,17,Hand,N,N,N,0 BLOCK N HOBART ST,0,2672578.36539139,239283.37929681,19,0,1,0,39.96269698,-75.23791376
0101000020E61000001D7B7224C2CF52C0361446CC4FFD4340,0101000020110F0000376561D90CF45FC1C5277BB0EA8C5241,380733,2020,202019043823.0,0411,2020-07-05,20:19:00,B,M,36,Buttocks,N,N,N,6100 BLOCK NASSAU RD,0,2670081.35201272,245152.92070732,19,0,1,0,39.97899774,-75.24622451
0101000020E6100000786CFC70EDCF52C09C9989B788FC4340,0101000020110F000075C8956556F45FC1BA73A20C0E8C5241,380734,2020,202019042626.0,0411,2020-06-29,18:37:00,B,M,24,LEG,N,N,N,600 BLOCK N 65TH ST,0,2669403.69818431,242919.63645998,19,0,1,0,39.97292227,-75.24886727
0101000020E61000001D7B7224C2CF52C0361446CC4FFD4340,0101000020110F0000376561D90CF45FC1C5277BB0EA8C5241,380735,2020,202019043809.0,0111,2020-07-05,20:19:00,B,M,15,Head,N,N,N,6100 BLOCK NASSAU RD,0,2670081.35201272,245152.92070732,19,0,1,1,39.97899774,-75.24622451
0101000020E6100000E98A29C37ECF52C0BA7B885F14FD4340,0101000020110F0000E8F7BB659AF35FC1D81AC9D3A88C5241,380736,2020,202019038309.0,0411,2020-06-07,21:30:00,B,M,20,Multiple,N,N,N,6100 BLOCK HADDINGTON LANE,1,2671252.17611463,244525.25923298,19,0,1,0,39.97718424,-75.24211196
0101000020E610000091A90EFBB5CE52C0C446936AA3FB4340,0101000020110F00007BCC7B5945F25FC15CB501F10F8B5241,380737,2020,202019051701.0,0111,2020-08-16,15:48:00,B,M,27,Multiple,N,N,N,300 BLOCK N 55TH ST,0,2674802.26251839,240522.98803806,19,0,1,1,39.96592457,-75.22985722
0101000020E61000000EB024B399CF52C0454A715DCAFB4340,0101000020110F00004D814027C8F35FC1F9BA1E1A3B8B5241,380738,2020,202019053902.0,411,2020-08-26,16:26:00,B,M,22,Multiple,N,N,N,300 BLOCK N 62ND ST,0,2670895.68896672,240844.9532734,19,0,1,0,39.96711319,-75.24375609
0101000020E610000081B549C9DBCE52C0D96D1F0B34FD4340,0101000020110F000050A8EE9085F25FC17DBA97EDCB8C5241,380739,2020,202019048704.0,0411,2020-08-02,13:17:00,B,M,21,Leg,N,N,N,1600 BLOCK N 55TH ST,0,2674028.7775168,244956.50837047,19,0,1,0,39.97815074,-75.23216469
0101000020E610000088A130834CCF52C0D9612BEC92FB4340,0101000020110F0000A898FB0A45F35FC1A49A0CAAFD8A5241,380740,2020,202019044221.0,411,2020-07-07,19:46:00,B,M,57,Arm,N,N,N,5900 BLOCK SPRING ST,0,2672233.19219722,240266.3537088,19,0,1,0,39.96542122,-75.23904495
0101000020E6100000909AFA6931CF52C09AB5F3818DFC4340,0101000020110F0000BB876E0317F35FC1C647CD5B138C5241,380741,2020,202019044459.0,411,2020-07-09,00:01:00,B,M,29,Multiple,N,N,N,1400 BLOCK N HOBART ST,0,2672617.36728188,243064.16799507,19,0,1,0,39.97306847,-75.23739099
0101000020E610000076E4064B4ECF52C01CB5E30227FC4340,0101000020110F0000CB8A441148F35FC1CFAE22C5A18B5241,380742,2020,202019048977.0,411,2020-08-03,17:26:00,B,M,20,Back,N,N,N,1200 BLOCK N 60TH ST,0,2672155.94038323,241911.1240413,19,0,1,0,39.96994053,-75.23915363
0101000020E610000097C5C4E6E3CE52C03338C625F9FC4340,0101000020110F00008E07BE5993F25FC1453F29A78A8C5241,380743,2020,202019049315.0,411,2020-08-05,07:15:00,B,M,23,Foot,N,N,N,1500 BLOCK N ALLISON ST,0,2673908.68458113,244298.07038289,19,0,1,0,39.97635338,-75.23266
0101000020E61000006A26C6CF92CE52C02BC7E0385BFD4340,0101000020110F00007B41809C09F25FC1F27AF359F78C5241,380744,2020,202019049412.0,411,2020-08-05,16:11:00,B,M,33,Multiple,N,N,N,1600 BLOCK N LINDENWOOD ST,0,2675264.07130605,245427.49561748,19,0,1,0,39.97934638,-75.22771067
0101000020E6100000909AFA6931CF52C09AB5F3818DFC4340,0101000020110F0000BB876E0317F35FC1C647CD5B138C5241,380745,2020,202019044464.0,411,2020-07-09,00:01:00,B,M,18,Multiple,N,N,N,1400 BLOCK N HOBART ST,0,2672617.36728188,243064.16799507,19,0,1,0,39.97306847,-75.23739099
